Player Team Age Height Weight COLLEGE COUNTRY "DRAFT YEAR" "DRAFT ROUND" "DRAFT NUMBER" GP PTS REB AST NETRTG OREB% DREB% USG% TS% AST% W L Min PTS FGM FGA FG% 3PM 3PA 3P% FTM FTA FT% OREB DREB REB AST TOV STL BLK PF FP DD2 TD3 +/- Dist. Feet Dist. Miles Dist. Miles Off Dist. Miles Def Avg Speed Avg Speed Off Avg Speed Def "Screen Assists" "Screen Assists PTS" Deflections "OFF Loose Balls Recovered" "DEF Loose Balls Recovered" "Loose Balls Recovered" "% Loose Balls Recovered OFF" "% Loose Balls Recovered DEF" "Charges Drawn" "Contested 2PT Shots" "Contested 3PT Shots" "Contested Shots" Travel "DOUBLE DRIBBLE" "DISC. DRIBBLE" "OFF. 3 SEC" INBOUND "BACK- COURT" "OFF.  GLTND" PALMING "OFF. FOUL" "DEF.  3 SEC" CHARGE "DEF.  GLTND" LANE "JUMP BALL" "KICKED BALL"
"Onyeka Okongwu" ATL 24 6-10 240 "Southern California" USA 2020 1 6 74.0 13.4 8.9 2.3 1.1 10.3 21.3 16.9 63.4 11.3 35 39 27.9 13.4 5.2 9.2 56.7 0.6 2.0 32.4 2.2 2.9 75.9 3.0 5.9 8.9 2.3 1.2 0.9 0.9 2.6 31.8 28.0 0.0 0.5 10958.3 2.08 1.07 1.01 4.17 4.52 3.85 2.4 5.6 1.9 0.3 0.3 0.6 50.0 50.0 0.00 5.2 1.8 7.0 3 0 0 1 0 1 3 0 17 0 2 0 0 0 4
"Orlando Robinson" TOR 24 6-10 235 "Fresno State" USA Undrafted Undrafted Undrafted 44.0 6.9 5.0 1.8 -4.8 9.7 16.1 17.7 51.9 15.2 23 21 17.5 6.9 2.6 5.9 44.4 0.4 1.2 32.7 1.2 1.6 77.1 2.0 3.0 5.0 1.8 1.1 0.4 0.4 2.3 16.6 4.0 0.0 -2.0 7220.8 1.37 0.70 0.67 4.35 4.49 4.21 2.0 4.6 1.4 0.3 0.2 0.4 61.1 38.9 0.00 3.7 2.1 5.8 2 0 0 2 0 0 1 0 10 0 0 4 0 1 2
"Oscar Tshiebwe" UTA 25 6-8 255 Kentucky DRC Undrafted Undrafted Undrafted 14.0 7.6 8.7 0.6 -2.5 16.0 28.6 14.4 64.0 5.1 3 11 18.2 7.6 3.0 5.0 60.0 0.0 0.0 0.0 1.6 2.2 74.2 3.3 5.4 8.7 0.6 0.7 0.9 0.1 1.7 21.4 4.0 0.0 -0.8 7581.1 1.44 0.77 0.67 4.40 4.69 4.11 3.1 7.7 1.6 0.3 0.4 0.6 44.4 55.6 0.07 1.9 1.9 3.9 3 0 0 1 0 0 0 0 1 2 1 0 0 0 1
"Oshae Brissett" PHI 26 6-7 210 Syracuse Canada Undrafted Undrafted Undrafted 6.0 8.7 3.7 0.7 -10.7 4.7 11.5 15.4 57.6 4.0 1 5 23.7 8.7 3.2 6.5 48.7 1.0 3.0 33.3 1.3 2.3 57.1 1.2 2.5 3.7 0.7 1.3 0.7 0.5 2.3 16.2 0.0 0.0 -5.2 9576.2 1.81 0.97 0.84 4.30 4.51 4.00 1.3 3.2 2.5 0.0 0.0 0.0 0.0 0.0 0.33 1.8 2.3 4.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Oso Ighodaro" PHX 22 7-0 235 Marquette USA 2024 2 40 61.0 4.2 3.6 1.2 -0.6 6.3 14.3 10.3 61.0 9.5 25 36 17.1 4.2 1.9 3.1 60.4 0.0 0.0 0.0 0.5 0.8 58.0 1.1 2.6 3.6 1.2 0.6 0.5 0.5 1.7 12.5 0.0 0.0 -0.3 6848.1 1.30 0.70 0.59 4.23 4.46 3.98 2.3 5.3 1.2 0.2 0.2 0.3 50.0 50.0 0.00 2.9 1.4 4.3 0 0 0 0 0 0 1 0 6 2 1 0 0 0 0
"Ousmane Dieng" OKC 21 6-9 185 None France 2022 1 11 37.0 3.8 2.2 0.8 5.1 4.0 14.2 15.2 53.8 10.7 30 7 10.9 3.8 1.5 3.4 43.2 0.6 1.9 32.4 0.3 0.4 68.8 0.5 1.7 2.2 0.8 0.5 0.5 0.2 0.9 9.2 0.0 0.0 1.2 4431.5 0.84 0.45 0.39 4.28 4.53 4.03 0.3 0.6 0.7 0.1 0.2 0.3 40.0 60.0 0.00 1.8 1.2 3.0 2 0 0 0 0 0 0 1 0 1 0 1 0 0 0
"P.J. Tucker" NYK 39 6-5 245 Texas USA 2006 2 35 3.0 3.0 2.7 0.0 -21.3 6.2 10.3 5.9 64.3 0.0 1 2 19.3 3.0 1.0 2.3 42.9 1.0 2.0 50.0 0.0 0.0 0.0 1.3 1.3 2.7 0.0 0.3 0.3 0.3 2.7 7.9 0.0 0.0 -7.3 7346.7 1.39 0.73 0.66 3.97 4.05 3.90 1.5 4.5 1.5 0.0 0.0 0.0 0.0 0.0 0.00 1.5 3.0 4.5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"P.J. Washington" DAL 26 6-6 230 Kentucky USA 2019 1 12 57.0 14.7 7.8 2.3 1.1 4.4 18.3 19.8 55.6 9.8 31 26 32.2 14.7 5.3 11.7 45.3 1.6 4.2 38.1 2.5 3.5 72.2 1.4 6.3 7.8 2.3 2.1 1.1 1.1 2.3 31.8 14.0 0.0 0.9 12664.3 2.40 1.27 1.13 4.19 4.46 3.91 0.5 1.1 2.1 0.3 0.3 0.7 45.9 54.1 0.00 3.7 2.0 5.8 3 0 0 0 0 1 0 0 12 0 5 2 0 0 4
"Pacôme Dadiet" NYK 19 6-8 210 None France 2024 1 25 18.0 1.7 1.0 0.3 -9.2 2.8 12.8 14.2 44.6 6.3 14 4 6.2 1.7 0.6 1.7 32.3 0.3 1.1 31.6 0.2 0.3 66.7 0.2 0.8 1.0 0.3 0.2 0.2 0.1 0.4 3.9 0.0 0.0 -0.9 2704.1 0.51 0.29 0.22 4.58 4.84 4.28 0.0 0.0 0.3 0.2 0.0 0.2 100 0.0 0.00 1.0 0.4 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paolo Banchero" ORL 22 6-10 250 Duke USA 2022 1 1 46.0 25.9 7.5 4.8 -0.6 3.1 19.2 33.0 55.1 26.2 21 25 34.4 25.9 9.0 19.8 45.2 1.9 5.9 32.0 6.1 8.4 72.7 1.1 6.4 7.5 4.8 3.0 0.8 0.6 2.1 43.3 11.0 0.0 -0.5 13142.3 2.49 1.38 1.11 4.05 4.31 3.77 0.7 1.5 1.3 0.3 0.2 0.5 64.0 36.0 0.02 3.0 2.9 5.9 1 0 0 0 0 1 0 0 10 0 7 0 1 0 1
"Pascal Siakam" IND 31 6-8 245 "New Mexico State" Cameroon 2016 1 27 78.0 20.2 6.9 3.4 5.5 5.3 15.4 23.7 59.9 15.5 47 31 32.7 20.2 7.9 15.2 51.9 1.6 4.2 38.9 2.9 3.9 73.4 1.7 5.2 6.9 3.4 1.4 0.9 0.5 2.4 36.5 11.0 0.0 4.0 12944.9 2.45 1.28 1.17 4.20 4.52 3.90 1.0 2.4 2.0 0.5 0.3 0.8 57.8 42.2 0.00 3.5 2.8 6.3 5 0 0 0 0 1 0 1 19 3 4 3 0 0 3
"Pat Connaughton" MIL 32 6-5 209 "Notre Dame" USA 2015 2 41 41.0 5.3 2.7 1.7 -2.9 3.2 14.0 15.1 56.7 15.9 19 22 14.7 5.3 2.0 4.3 46.9 0.6 2.0 32.1 0.6 0.8 77.4 0.5 2.2 2.7 1.7 0.6 0.2 0.3 1.1 11.9 1.0 0.0 -0.3 6072.6 1.15 0.65 0.50 4.39 4.84 3.90 0.2 0.5 0.6 0.2 0.1 0.3 63.6 36.4 0.00 1.0 1.5 2.5 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0
"Pat Spencer" GSW 28 6-3 205 Northwestern USA Undrafted Undrafted Undrafted 39.0 2.5 1.2 1.2 -2.8 5.5 13.1 20.4 45.5 27.4 24 15 6.4 2.5 1.1 2.6 40.6 0.1 0.6 22.7 0.3 0.4 73.3 0.4 0.8 1.2 1.2 0.5 0.4 0.1 0.5 6.6 0.0 0.0 -0.4 2882.6 0.55 0.30 0.25 4.75 5.24 4.26 0.2 0.7 1.0 0.2 0.0 0.2 100 0.0 0.00 0.7 0.4 1.1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Patrick Baldwin Jr." LAC 22 6-9 220 Wisconsin-Milwaukee USA 2022 1 28 24.0 2.2 1.0 0.1 12.4 3.8 18.9 15.1 72.1 4.2 3 21 4.4 2.2 0.8 1.5 54.3 0.5 1.0 56.5 0.1 0.2 50.0 0.2 0.8 1.0 0.1 0.2 0.1 0.1 0.3 4.1 0.0 0.0 1.2 1886.5 0.36 0.18 0.17 4.37 4.83 3.97 0.2 0.4 0.5 0.0 0.0 0.0 0.0 0.0 0.00 0.4 0.1 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Patrick Williams" CHI 23 6-7 215 "Florida State" USA 2020 1 4 63.0 9.0 3.8 2.0 -4.8 2.5 11.3 16.5 51.2 10.6 31 32 25.0 9.0 3.3 8.2 39.7 1.5 4.3 35.3 1.0 1.3 72.3 0.7 3.1 3.8 2.0 1.4 0.8 0.5 1.4 18.9 1.0 0.0 -2.9 10277.7 1.95 1.03 0.92 4.35 4.80 3.94 0.6 1.6 1.8 0.2 0.2 0.3 54.5 45.5 0.00 2.2 1.9 4.1 7 2 0 0 0 0 0 0 7 1 0 3 1 0 2
"Patty Mills" LAC 36 6-2 180 "St. Mary's" Australia 2009 2 55 29.0 3.8 0.8 0.9 -3.4 1.2 5.1 15.0 54.3 12.3 12 17 11.1 3.8 1.2 3.3 37.5 0.9 2.6 34.7 0.4 0.5 92.9 0.1 0.6 0.8 0.9 0.6 0.4 0.1 0.8 7.2 0.0 0.0 -0.5 4755.3 0.90 0.50 0.41 4.54 4.80 4.28 0.5 1.1 0.8 0.1 0.2 0.3 37.5 62.5 0.17 0.3 0.5 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Paul George" PHI 34 6-8 220 "Fresno State" USA 2010 1 10 41.0 16.2 5.3 4.3 -3.8 1.8 15.3 23.3 54.3 21.7 15 26 32.5 16.2 6.0 13.9 43.0 2.3 6.5 35.8 1.9 2.4 81.4 0.6 4.8 5.3 4.3 2.6 1.8 0.5 2.5 33.5 3.0 0.0 -2.0 12500.8 2.37 1.30 1.06 4.06 4.43 3.68 0.2 0.6 4.0 0.5 0.7 1.2 42.9 57.1 0.05 3.0 2.6 5.7 2 0 0 0 0 2 0 0 12 1 3 1 0 0 2
"Paul Reed" DET 25 6-9 210 DePaul USA 2020 2 58 45.0 4.1 2.7 1.0 5.6 9.0 19.7 17.9 57.3 14.1 22 23 9.7 4.1 1.6 3.2 50.7 0.2 0.6 28.6 0.7 0.9 76.2 0.9 1.8 2.7 1.0 0.6 0.9 0.6 1.7 12.5 0.0 0.0 1.0 4038.2 0.76 0.39 0.37 4.37 4.64 4.11 1.6 3.8 1.8 0.2 0.2 0.3 50.0 50.0 0.02 2.7 0.7 3.4 2 0 0 0 0 1 1 0 4 0 0 0 0 0 1
"Payton Pritchard" BOS 27 6-1 195 Oregon USA 2020 1 26 80.0 14.3 3.8 3.5 9.5 4.2 8.7 18.6 63.3 18.4 59 21 28.4 14.3 5.1 10.8 47.2 3.2 7.8 40.7 0.9 1.1 84.5 1.3 2.6 3.8 3.5 1.0 0.9 0.2 1.5 26.2 5.0 0.0 5.4 11100.2 2.10 1.16 0.95 4.18 4.40 3.94 0.3 0.8 1.4 0.4 0.3 0.8 53.3 46.7 0.03 1.0 0.8 1.9 4 0 0 0 0 2 0 0 7 0 2 0 0 0 0
"Pelle Larsson" MIA 24 6-5 215 Arizona Sweden 2024 2 44 55.0 4.6 1.7 1.2 2.4 3.6 8.1 14.1 54.6 11.6 24 31 14.2 4.6 1.6 3.7 43.8 0.6 1.7 33.7 0.7 1.1 67.2 0.5 1.2 1.7 1.2 0.4 0.6 0.1 1.7 10.0 0.0 0.0 0.2 6098.7 1.16 0.60 0.55 4.53 4.86 4.22 0.3 0.8 1.3 0.1 0.2 0.4 38.9 61.1 0.04 2.0 1.5 3.5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Pete Nance" MIL 25 6-10 225 "North Carolina" USA Undrafted Undrafted Undrafted 13.0 2.9 1.6 0.8 -7.0 3.6 11.5 11.6 57.8 10.6 8 5 10.6 2.9 1.1 2.5 43.8 0.7 1.8 37.5 0.1 0.2 50.0 0.4 1.2 1.6 0.8 0.3 0.2 0.2 1.3 6.6 0.0 0.0 -1.1 4212.8 0.80 0.44 0.36 4.18 4.51 3.84 1.8 4.3 0.6 0.1 0.0 0.1 100 0.0 0.00 2.6 1.4 4.0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0
"Peyton Watson" DEN 22 6-7 200 UCLA USA 2022 1 30 68.0 8.1 3.4 1.4 0.0 3.0 10.3 13.8 56.4 7.3 40 28 24.3 8.1 3.0 6.3 47.7 0.7 2.0 35.3 1.4 2.0 69.3 0.7 2.7 3.4 1.4 0.8 0.7 1.4 1.8 19.7 0.0 0.0 -0.4 9732.6 1.84 0.94 0.90 4.31 4.51 4.12 0.6 1.4 1.4 0.2 0.3 0.5 40.0 60.0 0.01 3.6 1.7 5.4 2 0 0 0 0 0 0 0 7 0 3 5 0 0 2
"Phillip Wheeler" PHI 23 6-8 185 None USA Undrafted Undrafted Undrafted 5.0 1.6 1.6 0.4 13.4 3.6 12.5 22.1 18.3 6.5 0 5 8.9 1.6 0.6 4.2 14.3 0.0 2.0 0.0 0.4 0.4 100 0.4 1.2 1.6 0.4 0.2 0.2 0.4 0.2 5.7 0.0 0.0 2.6 3735.4 0.71 0.37 0.34 4.45 5.06 4.13 0.0 0.0 0.7 0.0 0.0 0.0 0.0 0.0 0.00 1.0 1.3 2.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PJ Dozier" MIN 28 6-6 205 "South Carolina" USA Undrafted Undrafted Undrafted 9.0 0.8 0.6 0.6 -9.0 4.0 12.5 8.2 62.1 16.7 7 2 3.9 0.8 0.2 0.3 66.7 0.2 0.3 66.7 0.1 0.7 16.7 0.1 0.4 0.6 0.6 0.1 0.1 0.0 0.3 2.5 0.0 0.0 -0.4 1623.8 0.31 0.16 0.15 4.37 4.51 3.94 0.0 0.0 0.8 0.0 0.0 0.0 0.0 0.0 0.00 0.4 0.4 0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"PJ Hall" DEN 23 6-10 245 Clemson USA Undrafted Undrafted Undrafted 19.0 1.7 1.2 0.2 0.5 7.9 21.9 17.6 64.1 11.8 12 7 3.5 1.7 0.7 1.3 58.3 0.1 0.4 25.0 0.2 0.2 75.0 0.3 0.8 1.2 0.2 0.1 0.0 0.2 0.6 4.0 0.0 0.0 -0.1 1376.3 0.26 0.14 0.12 4.10 4.38 3.81 0.3 0.6 0.1 0.1 0.0 0.1 100 0.0 0.00 0.6 0.7 1.3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Precious Achiuwa" NYK 25 6-8 243 Memphis Nigeria 2020 1 20 57.0 6.6 5.6 1.0 -1.2 8.4 18.8 14.3 53.0 6.5 36 21 20.5 6.6 2.9 5.7 50.2 0.2 0.6 27.8 0.7 1.2 59.4 1.8 3.8 5.6 1.0 0.8 0.8 0.7 1.4 18.7 3.0 0.0 -0.8 8124.8 1.54 0.82 0.72 4.20 4.30 4.10 2.0 4.5 1.4 0.3 0.2 0.5 61.5 38.5 0.00 3.8 2.0 5.8 4 0 0 0 0 0 0 0 10 1 3 3 0 0 5
"Quentin Grimes" PHI 24 6-4 210 Houston USA 2021 1 25 75.0 14.6 4.3 3.0 -6.2 2.8 12.6 21.8 59.5 17.2 29 46 26.8 14.6 5.1 11.0 46.7 2.2 5.6 38.5 2.2 2.9 75.7 0.8 3.5 4.3 3.0 1.9 1.0 0.3 1.8 26.3 4.0 0.0 -3.5 10852.2 2.06 1.10 0.96 4.29 4.62 3.97 0.2 0.5 1.7 0.3 0.4 0.7 40.7 59.3 0.03 1.6 1.6 3.2 8 1 0 0 0 2 0 1 7 0 4 0 1 0 1
"Quenton Jackson" IND 26 6-5 173 "Texas A&M" USA Undrafted Undrafted Undrafted 28.0 5.8 1.6 1.9 0.8 3.5 7.9 16.7 58.0 19.3 14 14 13.6 5.8 2.1 4.4 47.5 0.5 1.4 37.5 1.1 1.4 77.5 0.5 1.1 1.6 1.9 0.6 0.8 0.2 1.5 12.7 0.0 0.0 0.0 6070.4 1.15 0.60 0.55 4.66 5.03 4.33 0.2 0.6 1.9 0.1 0.4 0.4 11.1 88.9 0.00 0.9 1.4 2.4 2 0 0 0 0 0 0 0 3 0 2 0 0 0 0
"Quincy Olivari" LAL 23 6-3 200 Xavier USA Undrafted Undrafted Undrafted 2.0 1.5 0.0 0.5 -81.8 0.0 0.0 23.1 30.0 20.0 1 1 5.2 1.5 0.5 2.5 20.0 0.5 2.5 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.5 0.0 0.0 0.0 1.8 0.0 0.0 -9.0 2239.0 0.42 0.24 0.19 4.24 4.67 4.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.0 1.0 1.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Quinten Post" GSW 25 7-0 238 "Boston College" Netherlands 2024 2 52 42.0 8.1 3.5 1.3 2.4 4.9 16.6 19.7 59.5 13.1 26 16 16.3 8.1 2.9 6.5 44.9 1.7 4.3 40.8 0.5 0.6 77.8 0.8 2.7 3.5 1.3 0.8 0.4 0.4 2.0 16.0 0.0 0.0 1.0 6814.6 1.29 0.69 0.60 4.44 4.63 4.25 0.8 2.1 0.8 0.1 0.1 0.3 54.5 45.5 0.00 4.3 1.3 5.7 3 0 1 0 0 0 0 0 8 2 1 1 0 0 2
"Rayan Rupert" POR 20 6-6 195 None France 2023 2 43 52.0 3.0 1.3 0.5 -9.2 4.9 9.7 15.6 49.9 8.3 23 29 8.8 3.0 1.1 2.7 40.8 0.3 1.1 27.1 0.4 0.6 76.7 0.5 0.8 1.3 0.5 0.6 0.3 0.1 0.7 5.9 1.0 0.0 -1.7 3921.2 0.74 0.37 0.37 4.61 4.71 4.51 0.1 0.3 1.1 0.1 0.1 0.2 66.7 33.3 0.05 0.9 0.6 1.5 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0
"RayJ Dennis" IND 24 6-2 180 Baylor USA Undrafted Undrafted Undrafted 11.0 2.7 1.1 1.3 27.3 2.5 11.6 21.2 44.3 25.5 7 4 6.4 2.7 1.0 3.0 33.3 0.5 1.9 28.6 0.2 0.2 100 0.2 0.9 1.1 1.3 0.5 0.6 0.2 0.6 7.9 0.0 0.0 4.0 2851.8 0.54 0.28 0.26 4.60 4.90 4.32 0.2 0.3 1.3 0.2 0.5 0.7 25.0 75.0 0.00 0.7 1.0 1.7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Reece Beekman" BKN 23 6-3 190 Virginia USA Undrafted Undrafted Undrafted 36.0 2.6 1.1 1.8 -12.0 2.4 6.1 12.2 40.0 20.5 13 23 13.0 2.6 1.0 3.0 32.7 0.2 1.1 17.5 0.4 0.6 76.2 0.4 0.7 1.1 1.8 0.6 0.9 0.1 1.0 8.8 0.0 0.0 -3.3 5514.1 1.04 0.55 0.50 4.44 4.76 4.12 0.0 0.1 2.1 0.2 0.1 0.3 55.6 44.4 0.00 0.4 0.6 1.0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Reed Sheppard" HOU 20 6-2 185 Kentucky USA 2024 1 3 52.0 4.4 1.5 1.4 -2.7 2.2 8.6 17.1 46.5 15.3 30 22 12.6 4.4 1.6 4.6 35.1 0.9 2.7 33.8 0.3 0.3 81.3 0.3 1.2 1.5 1.4 0.7 0.7 0.3 1.0 10.7 0.0 0.0 -1.0 5333.2 1.01 0.54 0.47 4.49 4.82 4.17 0.1 0.3 2.0 0.0 0.2 0.2 16.7 83.3 0.00 0.9 0.9 1.8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Reggie Jackson" PHI 35 6-2 208 "Boston College" USA 2011 1 24 31.0 4.4 1.4 1.5 -3.5 2.0 9.3 17.0 49.6 17.2 11 20 12.4 4.4 1.7 4.3 39.1 0.8 2.4 33.8 0.2 0.3 77.8 0.3 1.1 1.4 1.5 0.5 0.5 0.1 1.1 9.5 0.0 0.0 -0.6 4803.0 0.91 0.49 0.42 4.07 4.36 3.76 0.2 0.4 0.9 0.1 0.1 0.3 57.1 42.9 0.04 1.1 1.2 2.3 1 0 1 0 0 0 0 0 2 0 1 0 0 0 0
"Richaun Holmes" WAS 31 6-9 235 "Bowling Green" USA 2015 2 37 31.0 7.4 5.7 1.4 -4.3 11.3 20.8 14.3 69.5 11.2 9 22 17.2 7.4 2.9 4.5 64.7 0.0 0.1 0.0 1.6 1.9 83.3 2.0 3.7 5.7 1.4 0.7 0.3 0.7 1.6 18.7 3.0 0.0 -1.2 6481.6 1.23 0.64 0.59 4.00 4.14 3.84 2.3 5.3 1.0 0.2 0.2 0.4 54.5 45.5 0.00 3.4 0.9 4.3 1 0 0 1 0 0 0 0 7 0 1 6 0 0 0
"Ricky Council IV" PHI 23 6-6 207 Arkansas USA Undrafted Undrafted Undrafted 73.0 7.3 2.9 1.3 -6.1 3.9 13.0 19.6 50.2 11.5 16 57 17.1 7.3 2.4 6.3 38.2 0.8 2.9 25.8 1.7 2.1 80.4 0.7 2.2 2.9 1.3 0.7 0.4 0.2 0.9 13.9 3.0 0.0 -2.2 7078.4 1.34 0.73 0.61 4.35 4.69 4.00 0.3 0.6 1.3 0.2 0.1 0.3 63.2 36.8 0.02 0.9 1.1 2.0 4 0 1 0 1 1 0 0 8 0 4 0 0 0 1
"Riley Minix" SAS 24 6-7 230 "Morehead State" USA Undrafted Undrafted Undrafted 1.0 0.0 2.0 0.0 0.0 0.0 20.0 6.3 0.0 0.0 0 1 6.8 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 2.4 0.0 0.0 0.0 2831.0 0.54 0.28 0.25 4.23 5.32 4.87 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00 1.0 1.0 2.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RJ Barrett" TOR 24 6-6 214 Duke Canada 2019 1 3 58.0 21.1 6.3 5.4 -3.4 3.1 15.9 28.0 54.7 25.7 23 35 32.2 21.1 7.9 16.9 46.8 1.8 5.3 35.0 3.4 5.4 63.0 1.1 5.3 6.3 5.4 2.8 0.8 0.3 2.4 37.2 10.0 2.0 -2.4 13322.7 2.52 1.34 1.19 4.37 4.78 3.99 0.4 0.9 2.4 0.3 0.2 0.6 60.6 39.4 0.05 2.5 2.3 4.7 7 0 0 0 0 0 0 0 6 0 2 0 0 0 0
"Rob Dillingham" MIN 20 6-3 175 Kentucky USA 2024 1 8 49.0 4.5 1.0 2.0 1.2 2.2 7.0 21.5 50.3 28.3 30 19 10.5 4.5 1.9 4.3 44.1 0.5 1.5 33.8 0.2 0.3 53.3 0.2 0.8 1.0 2.0 1.1 0.4 0.0 0.8 8.9 0.0 0.0 0.4 4503.3 0.85 0.46 0.39 4.50 4.92 4.09 0.1 0.3 1.0 0.1 0.2 0.3 45.5 54.5 0.00 0.7 0.7 1.4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Robert Williams III" POR 27 6-9 249 "Texas A&M" USA 2018 1 27 20.0 5.8 5.9 1.1 -2.0 9.7 21.7 12.0 67.9 9.0 7 13 17.6 5.8 2.5 3.9 64.1 0.1 0.2 33.3 0.8 0.9 88.2 1.8 4.2 5.9 1.1 0.9 0.7 1.7 1.6 20.5 0.0 0.0 -0.9 6818.7 1.29 0.68 0.61 4.09 4.34 3.85 2.1 5.1 1.7 0.2 0.1 0.3 66.7 33.3 0.00 3.7 1.5 5.3 0 0 0 0 0 0 0 0 5 0 2 0 0 0 0
"Ron Harper Jr." DET 25 6-4 233 Rutgers USA Undrafted Undrafted Undrafted 1.0 4.0 7.0 2.0 3.9 18.2 20.0 20.5 22.5 14.3 0 1 17.0 4.0 1.0 8.0 12.5 0.0 6.0 0.0 2.0 2.0 100 4.0 3.0 7.0 2.0 0.0 0.0 0.0 0.0 15.4 0.0 0.0 -1.0 6686.0 1.27 0.64 0.63 4.18 4.09 3.65 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00 1.0 0.0 1.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ronald Holland II" DET 19 6-8 206 None USA 2024 1 5 81.0 6.4 2.7 1.0 -1.0 3.0 13.6 17.7 55.6 9.5 44 37 15.6 6.4 2.4 5.1 47.4 0.4 1.9 23.8 1.1 1.5 75.4 0.5 2.2 2.7 1.0 0.9 0.6 0.2 1.7 12.7 0.0 0.0 -0.7 6459.0 1.22 0.62 0.60 4.36 4.45 4.27 0.3 0.7 1.2 0.3 0.2 0.5 59.5 40.5 0.00 0.8 0.8 1.6 3 1 1 0 0 2 0 0 8 0 5 1 0 0 2
"Royce O'Neale" PHX 31 6-6 226 Baylor USA Undrafted Undrafted Undrafted 75.0 9.1 4.7 2.2 -4.2 2.9 15.7 15.1 58.5 12.8 33 42 24.5 9.1 3.2 7.6 42.3 2.4 5.9 40.6 0.3 0.3 73.1 0.7 3.9 4.7 2.2 0.9 0.9 0.5 2.0 21.1 1.0 0.0 -2.1 9744.5 1.85 1.03 0.81 4.21 4.55 3.84 0.4 1.1 1.5 0.2 0.3 0.5 39.4 60.6 0.00 1.3 1.1 2.4 1 0 0 0 0 1 0 0 5 1 0 1 0 0 0
"Rudy Gobert" MIN 32 7-1 258 None France 2013 1 27 72.0 12.0 10.9 1.8 6.7 11.1 21.0 12.9 68.7 7.5 43 29 33.2 12.0 4.7 7.1 66.9 0.0 0.0 0.0 2.6 3.8 67.4 3.7 7.2 10.9 1.8 1.2 0.8 1.4 2.5 33.2 36.0 0.0 4.5 13043.7 2.47 1.30 1.17 4.19 4.34 4.03 4.8 12.1 1.8 0.3 0.1 0.4 74.1 25.9 0.01 7.7 2.2 9.9 3 0 0 2 0 0 0 0 22 2 0 5 0 0 2
"Rui Hachimura" LAL 27 6-8 230 Gonzaga Japan 2019 1 9 59.0 13.1 5.0 1.4 3.9 4.4 11.1 15.6 61.9 6.3 37 22 31.7 13.1 5.0 9.8 50.9 1.7 4.2 41.3 1.5 1.9 77.0 1.3 3.7 5.0 1.4 0.8 0.8 0.4 1.8 24.0 1.0 0.0 2.7 12614.3 2.39 1.26 1.13 4.24 4.39 4.09 0.5 1.2 1.6 0.2 0.2 0.5 48.1 51.9 0.02 2.9 2.1 5.0 2 0 0 0 0 0 0 0 3 0 0 3 0 0 6
"Russell Westbrook" DEN 36 6-4 200 UCLA USA 2008 1 4 75.0 13.3 4.9 6.1 -0.6 5.0 11.9 23.0 53.2 28.9 43 32 27.9 13.3 5.0 11.1 44.9 1.3 3.9 32.3 2.1 3.1 66.1 1.4 3.6 4.9 6.1 3.2 1.4 0.5 2.5 30.8 13.0 4.0 -0.3 10229.8 1.94 1.03 0.91 3.93 4.36 3.54 0.3 0.8 2.4 0.3 0.3 0.7 50.0 50.0 0.04 1.1 1.3 2.4 5 1 0 0 0 0 1 0 17 0 7 1 1 0 1
