"Lessives","Deodorants","EauDeToilette","ProdSoinCheveux","ProdSoinVisage","VernisOngleDissolv","NbPieceAvecProduitsChim","NettoyantDeSurface","AutreNettoyants","DesodoAreosolVaporisateur","DesodoAutreEnsens","InsecticideAerosol","InsecticidePoudreBlocGel","NettoySolAspiration","NettoySolBalaiSerp","NettoyAutreQueSol","CuissonFourTraditionnel","CuissonALeau","CuissonALaVapeur","CuissonParFriture","CuissonParGrillade","VoitureDansGarage","Fumeurs","SechageLingeDansLogement","UtiliseSecheLinge","NettASecVetements","PersExtPourMenage","TapisDescenteLitNeuf","NettASecTapisTissusmeuble","Plantes","Chiens","Chats","TraitementParasitesAnimaux","HamsterCochonLapin","InsecticideBlatteFourmie","SortirOrduresExterieur","OrduresDansPiece","EndroitStockageOrdures","Bricolage","Jardinage","ProtMatelSimple","ProtMatelImperm","ProtMatelAntiAcariens","outcome.Formldehyde","outcome.acetaldehyde","outcome.acroleine","outcome.hexaldehyde","outcome.benzene","outcome.1methoxy2propanol","outcome.trichloroethylene","outcome.toluene","outcome.tetrachloroethylene","outcome.styrene","outcome.2butoxyethanol","outcome.124trimethylbenzene","outcome.14dichlorobenzene","outcome.ndecane","outcome.Formldehyde.log","outcome.ac taldehyde.log","outcome.acroleine.log","outcome.hexaldehyde.log","outcome.benzene.log","outcome.1methoxy2propanol.log","outcome.trichloroethylene.log","outcome.toluene.log","outcome.t trachloroethylene.log","outcome.styrene.log","outcome.2butoxyethanol.log","outcome.124trimethylbenzene.log","outcome.14dichlorobenzene.log","outcome.ndecane.log"
7,17.5,10.5,7,21,0.5,0,1,7,0,0,0,0,3.5,7,0,3.5,3.5,0,0,7,"1","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico3","Jardin2","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",47.33,6.2,0.62,2.38,1.94,8.15,0,42.09,0,0.04,0.52,2.15,0.02,0.35,3.87805248585699,1.97408102602201,0.482426149244293,1.21787570949493,1.07840958135059,2.21375387928743,0,3.76329095162775,0,0.0392207131532813,0.418710334858185,1.14740245283754,0.0198026272961797,0.300104592450338
0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,3.5,0,1,3.5,0,0,1,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_meuble","Brico1","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.95,8.76,0.43,2.96,2.13,0.25,0.09,24.45,0.25,0.19,0.32,4.39,1.94,1.64,2.19165353228676,2.278292400425,0.357674444271816,1.37624402526639,1.14103300455206,0.22314355131421,0.0861776962410524,3.23671574299653,0.22314355131421,0.173953307123438,0.27763173659828,1.68454538492091,1.07840958135059,0.970778917158225
1.5,14,14,14,0,0,0,3.5,0,7,0,0,0,3.5,3.5,0,0,0,1,0,0,"1","fum_1","SechLingInt_non","SechLingUtil_3","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",23.46,4.53,0.31,3.47,1.48,2.42,0,15.63,0,0.52,0.32,1.07,0.02,0.33,3.19703913025903,1.71018781553424,0.27002713721306,1.49738840862548,0.908258560176891,1.22964055107451,0,2.81120829320484,0,0.418710334858185,0.27763173659828,0.727548607277278,0.0198026272961797,0.285178942233662
1.5,7,14,1,0,0,0,1,1,0,0,0,0,1,3.5,1,3.5,1,0,1,7,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_oui","HousseMatAntiAc_non",19.1,8.97,0.43,3.36,0.56,1.19,0,1.81,0,0.09,0,0.67,0.02,0.06,3.00071981506503,2.29958058397375,0.357674444271816,1.47247205736094,0.444685821261446,0.783901543828409,0,1.03318448334565,0,0.0861776962410524,0,0.512823626428664,0.0198026272961797,0.0582689081239758
3.5,17.5,18,7,14.5,1.5,0,0,7,0,0,0,0,3.5,3.5,0,3.5,7,0,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",17.43,6.19,0.48,2.85,0.17,0.95,0,2.37,0,0.14,0.16,1.05,0.02,1.05,2.91397977168173,1.97269117173296,0.392042087776024,1.34807314829969,0.157003748809665,0.667829372575655,0,1.21491274436427,0,0.131028262406404,0.148420005118273,0.717839793150317,0.0198026272961797,0.717839793150317
7,28,11,14,3.5,0,1,1,1,14,7,0,0,3.5,1,0,1,7,0,3.5,3.5,"4","fum_3","SechLingInt_non","SechLingUtil_4","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_autre","Brico2","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",29.16,6.59,0.56,8.45,0.18,5.33,0,4.62,0,0.32,0.7,0.4,2.9,2.59,3.40651654313976,2.02683159140754,0.444685821261446,2.24601474150565,0.165514438477573,1.84530023615608,0,1.7263316639056,0,0.27763173659828,0.53062825106217,0.336472236621213,1.3609765531356,1.27815220250019
1.5,0,7,1,7,0,0,1,0,0,0,0,0,1,3.5,0,0,3.5,3.5,0,3.5,"2-3","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",16.33,16.53,0.22,2.55,0.65,0.25,0,2.86,0.09,0.28,0.52,0.89,15.02,2.13,2.85243910372751,2.86391369893314,0.198850858745165,1.26694760348732,0.500775287912489,0.22314355131421,0,1.35066718347674,0.0861776962410524,0.246860077931526,0.418710334858185,0.636576829071551,2.77383794164021,1.14103300455206
3.5,3.5,10.5,1,0,0,0,1,0,0,0,0,1,3.5,1,1,3.5,1,0,0,1,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_oui","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",16.92,4.61,0.49,3.93,0.18,0.64,0,1.17,0,0,0.16,1.13,0.02,2.7,2.88591740754678,1.72455071953461,0.398776119957368,1.5953389880546,0.165514438477573,0.494696241836107,0,0.774727167552368,0,0,0.148420005118273,0.756121979721334,0.0198026272961797,1.30833281965018
0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,3.5,0,1,3.5,"2-3","fum_3","SechLingInt_non","SechLingUtil_4","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_1","OrdurePiece_oui","OrdureStock_poub","Brico5","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.8,5.29,0.48,4.04,0.18,0.25,0.1,1.53,0.09,0.25,0.16,2.98,17.36,4.22,2.69462718077007,1.83896107071235,0.392042087776024,1.61740608208328,0.165514438477573,0.22314355131421,0.0953101798043249,0.928219302739429,0.0861776962410524,0.22314355131421,0.148420005118273,1.38128181929635,2.91017438519234,1.65249740189455
1.5,3.5,4,0,0,0,0,7,0,0,0,0,0,3.5,7,1,0,3.5,3.5,0,0,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_1","OrdurePiece_oui","OrdureStock_poubcouv","Brico5","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.85,5.15,0.36,3.16,0.18,0.25,0,3.24,0.09,0.12,0.16,1.7,0.26,0.21,2.62828523263335,1.81645208181843,0.307484699747961,1.42551507427317,0.165514438477573,0.22314355131421,0,1.44456326924387,0.0861776962410524,0.113328685307003,0.148420005118273,0.993251773010283,0.231111720963387,0.19062035960865
3.5,14,14,0,0,0,0,7,1,0,0,3.5,14,3.5,7,0,3.5,1,0,1,0,"4","fum_4","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_1","OrdurePiece_oui","OrdureStock_meuble","Brico5","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",50.41,4.93,0.48,2.56,0.36,0,0,1.34,0,0.1,0.16,1.7,0.02,2.65,3.93983270606741,1.78002421300963,0.392042087776024,1.26976054486394,0.307484699747961,0,0,0.85015092936961,0,0.0953101798043249,0.148420005118273,0.993251773010283,0.0198026272961797,1.2947271675944
1.5,7,7,3.5,7,0.5,1,1,1,0,0,0,0,3.5,1,0,1,0,3.5,0,0,"4","fum_3","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico3","Jardin5","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",41.6,11.88,1.18,9.62,0,0,0,4.86,0,0.04,0.72,2.95,0.02,4.8,3.75185425327532,2.55567572067621,0.779324876800997,2.36273901581379,0,0,0,1.76814960358892,0,0.0392207131532813,0.542324290825362,1.37371557891303,0.0198026272961797,1.75785791755237
3.5,0,3.5,0,0,0,0,0,7,0,0,0,0,1,3.5,0,1,3.5,0,0,1,"1","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",5.31,8,0.6,2.34,0.75,1.28,0,1.09,0.09,0.18,0.45,0.76,10.95,2.96,1.84213567655312,2.19722457733622,0.470003629245736,1.20597080698861,0.559615787935423,0.824175442966349,0,0.73716406597672,0.0861776962410524,0.165514438477573,0.371563556432483,0.56531380905006,2.48073127837752,1.37624402526639
1.5,0,14,10.5,10.5,0,0,3.5,0,0,0,0,0,1,1,1,3.5,3.5,3.5,1,1,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.81,2.31,0.17,1.57,0,0,0,0.42,0,0,0.16,1.51,0.02,0.37,2.17588743994809,1.19694818938897,0.157003748809665,0.943905898907129,0,0,0,0.350656871613169,0,0,0.148420005118273,0.920282753143692,0.0198026272961797,0.314810739840034
1.5,0,7,0,7,0,0,1,0,0,0,0,0,0,1,0,1,3.5,3.5,0,1,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_non","OrdureStock_meuble","Brico3","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",25.89,6.01,0.58,2.87,0.18,0.25,0,1.49,0,0,0.16,1.14,3.69,0.79,3.29175447028077,1.9473377010465,0.457424847038875,1.35325450704169,0.165514438477573,0.22314355131421,0,0.912282710476616,0,0,0.148420005118273,0.76080582903376,1.54543258245819,0.582215619852664
3.5,0,0,0,7,0,2,3.5,0,0,0,0,0,3.5,3.5,0,1,3.5,3.5,0,0,"4","fum_1","SechLingInt_non","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico5","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",28.19,9.61,0.53,3.61,0.55,0.25,0.19,1.95,0.27,0.12,0.16,0.46,0.36,0.3,3.37382618486602,2.36179695262589,0.425267735404344,1.52822785700856,0.438254930931155,0.22314355131421,0.173953307123438,1.08180517035173,0.2390169004705,0.113328685307003,0.148420005118273,0.378436435720245,0.307484699747961,0.262364264467491
1.5,0,7,0,7,0,1,1,1,0,0,0,14,1,1,1,1,7,1,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico4","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_non",23.39,5.33,0.52,7.66,0.83,2.11,0.23,3.57,0.4,0.31,0.15,2.76,178.27,7.98,3.19417321222783,1.84530023615608,0.418710334858185,2.15871472257434,0.60431596685333,1.13462272619114,0.207014169384326,1.51951320490611,0.336472236621213,0.27002713721306,0.139761942375159,1.3244189574018,5.18889304926675,2.19499988231411
3.5,14,3.5,3.5,8,3.5,1,1,0,1,0,0,0,3.5,1,3.5,3.5,1,0,3.5,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_oui","plantes_2","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",14.72,3.62,0.35,1.99,0.62,0.25,0,1.1,0.79,0.14,0,0.25,0.49,0.54,2.75493378700106,1.53039470509365,0.300104592450338,1.0952733874026,0.482426149244293,0.22314355131421,0,0.741937344729377,0.582215619852664,0.131028262406404,0,0.22314355131421,0.398776119957368,0.431782416425538
3.5,21,11.5,10.5,7.5,10.5,1,0,0,0,0,0,0,1,0,1,3.5,3.5,0,0,3.5,"4","fum_3","SechLingInt_oui","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico3","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",4.43,1.87,0.07,0.99,0.4,0.24,0.22,1.31,0.18,0.16,0,0.35,0.42,0.4,1.69193913394584,1.05431202977153,0.0676586484738149,0.688134638736401,0.336472236621213,0.215111379616945,0.198850858745165,0.837247524533702,0.165514438477573,0.148420005118273,0,0.300104592450338,0.350656871613169,0.336472236621213
1.5,28,14,11,21,9,1,3.5,0,0,14,0,0,3.5,3.5,1,3.5,3.5,0,0,3.5,"2-3","fum_1","SechLingInt_oui","SechLingUtil_3","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico3","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",20.85,4.12,0.4,3.4,0.49,0.25,0.09,2.29,0.62,0.24,0.53,1.4,0.46,1.38,3.0842009215416,1.63315443905142,0.336472236621213,1.48160454092422,0.398776119957368,0.22314355131421,0.0861776962410524,1.19088756477728,0.482426149244293,0.215111379616945,0.425267735404344,0.8754687373539,0.378436435720245,0.867100487683383
3.5,21,24.5,0,16,2,1,1,0,0,0,3.5,3.5,1,1,0,3.5,7,0,3.5,3.5,"4","fum_2","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_oui","plantes_2","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico3","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.78,2.47,0.26,1.93,0.4,0.25,0.22,1.63,0.28,0.12,0.16,0.41,0.67,0.73,2.54788144894939,1.24415459395877,0.231111720963387,1.07500242302898,0.336472236621213,0.22314355131421,0.198850858745165,0.966983846189673,0.246860077931526,0.113328685307003,0.148420005118273,0.343589704390077,0.512823626428664,0.548121408509688
3.5,0,14,3.5,7,1,1,0,0,0,0,0,0,0,3.5,1,0,3.5,0,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_2","oui","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.39,4.03,0.44,3.16,0.36,0.24,0.09,1.36,0.09,0.14,0.15,0.35,0.25,0.25,2.79667139275574,1.61541998411165,0.364643113587909,1.42551507427317,0.307484699747961,0.215111379616945,0.0861776962410524,0.858661619037519,0.0861776962410524,0.131028262406404,0.139761942375159,0.300104592450338,0.22314355131421,0.22314355131421
3.5,7,14,7,7,0,0,3.5,0,0,0,0,0,3.5,0,0,3.5,3.5,3.5,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",20.28,4.07,0.44,3.46,0.43,2.41,0.35,2.7,0.38,0.16,0.45,0.51,0.5,3.88,3.05776766447344,1.62334081760309,0.364643113587909,1.49514876603197,0.357674444271816,1.22671229129543,0.300104592450338,1.30833281965018,0.322083499169113,0.148420005118273,0.371563556432483,0.412109650826833,0.405465108108164,1.58514521986506
0.5,7,0,0,7,1,1,0,7,3.5,0,0,14,3.5,1,0,0,0,7,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.81,6.56,0.48,5.59,0.61,0.57,0.56,2.46,0.5,0.21,0.87,8,0.52,16.06,2.69530262827971,2.02287119019144,0.392042087776024,1.88555334851442,0.476234178996372,0.451075619360217,0.444685821261446,1.24126858906963,0.405465108108164,0.19062035960865,0.625938430866495,2.19722457733622,0.418710334858185,2.83673654206353
1.5,7,14,3.5,7,3.5,0,1,1,0,0,0,0,1,1,0,1,7,7,0,1,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",56.74,12.23,1.26,7.66,1.14,1.69,0.22,9.24,0.28,0.35,2.51,1.18,1.95,3.16,4.05595017423479,2.58248697812686,0.815364813284194,2.15871472257434,0.76080582903376,0.989541193613748,0.198850858745165,2.32630161961136,0.246860077931526,0.300104592450338,1.25561603747777,0.779324876800997,1.08180517035173,1.42551507427317
3.5,7,0,0,0,0,0,1,0,1,14,0,0,1,0,1,1,3.5,0,0,1,"4","fum_1","SechLingInt_non","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",34.04,6.18,0.35,3.54,0.69,1.09,0.35,3.03,0.28,0.21,0.64,0.61,0.65,0.6,3.55649026606819,1.97129938306013,0.300104592450338,1.51292701205326,0.524728528934982,0.73716406597672,0.300104592450338,1.39376637595859,0.246860077931526,0.19062035960865,0.494696241836107,0.476234178996372,0.500775287912489,0.470003629245736
1.5,3.5,3.5,7,7,0,0,1,0,3.5,0,0,0,3.5,0,0,0,7,0,1,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",23.65,15.46,0.64,3.91,0.45,0.25,0.22,4.54,0.29,0.23,3.85,1.43,2.17,1.56,3.2047769004887,2.80093319524892,0.494696241836107,1.59127394180643,0.371563556432483,0.22314355131421,0.198850858745165,1.71199450075919,0.254642218373581,0.207014169384326,1.57897870494939,0.887891257352457,1.15373158788919,0.940007258491471
3.5,28,11.5,0.5,7,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,3.5,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",30.73,10.72,0.82,5.3,0.59,0.62,0.3,4.04,0.62,0.38,0.85,1.26,1.58,1.86,3.4572626055951,2.46129678414887,0.598836501088704,1.84054963339749,0.46373401623214,0.482426149244293,0.262364264467491,1.61740608208328,0.482426149244293,0.322083499169113,0.615185639090233,0.815364813284194,0.947789398933526,1.05082162483176
7,14,14,3.5,1,0,0,3.5,7,0,0,0,0,7,1,7,1,7,0,1,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_oui","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico3","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",22.83,8.95,0.5,10.97,0.37,7.45,0.09,1.87,0.38,1.02,0.82,4.11,2.85,24.92,3.17094529111065,2.2975725511705,0.405465108108164,2.48240351956988,0.314810739840034,2.13416644136908,0.0861776962410524,1.05431202977153,0.322083499169113,0.703097511413113,0.598836501088704,1.63119940421561,1.34807314829969,3.25501487148407
1.5,1,4.5,3.5,1,0,1,1,0,14,0,0,0,3.5,1,0,1,3.5,0,0,0,"4","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico2","Jardin1","HousseMat_non","HousseMatImper_oui","HousseMatAntiAc_non",20.33,14.19,1.77,2.38,1.25,0.24,0.31,4.32,2.64,0.49,1.26,1.08,0.68,1.82,3.06011453248326,2.72063731660768,1.01884732019925,1.21787570949493,0.810930216216329,0.215111379616945,0.27002713721306,1.67147330335355,1.29198368164865,0.398776119957368,0.815364813284194,0.732367893713227,0.518793793415168,1.03673688495002
3.5,14,3.5,0,3.5,0,0,1,1,1,0,1,0,1,3.5,1,0,3.5,1,0,0,"1","fum_1","SechLingInt_oui","SechLingUtil_3","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",21.48,4.37,0.34,2.11,0.6,1.58,0.09,1.95,0,0.09,0,0.22,4.38,1.86,3.11262602502549,1.68082790852077,0.29266961396282,1.13462272619114,0.470003629245736,0.947789398933526,0.0861776962410524,1.08180517035173,0,0.0861776962410524,0,0.198850858745165,1.68268837417369,1.05082162483176
3.5,14,14,0,14,0.5,0,0,0,3.5,0,0,0,3.5,3.5,0,3.5,7,3.5,0,0,"1","fum_3","SechLingInt_oui","SechLingUtil_3","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",20.72,7.01,0.81,3.22,1.31,0,0.28,10.14,0.23,0.26,0.68,0.97,0.74,0.73,3.07823349506573,2.08069076108027,0.593326845277734,1.43983512804792,0.837247524533702,0,0.246860077931526,2.41054223449914,0.207014169384326,0.231111720963387,0.518793793415168,0.678033542749897,0.553885113226438,0.548121408509688
3.5,3.5,14,7,7,3.5,0,3.5,1,0,0,1,0,7,7,1,1,3.5,7,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_oui","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.53,5.54,0.26,2.27,0.66,0.24,0.09,3.44,0.09,0.14,0,0.91,1.01,2.07,2.80517691183293,1.87793716546911,0.231111720963387,1.18478998490916,0.506817602368452,0.215111379616945,0.0861776962410524,1.49065437644413,0.0861776962410524,0.131028262406404,0,0.647103242058539,0.698134722070984,1.12167756159911
