"Lessives","Deodorants","EauDeToilette","ProdSoinCheveux","ProdSoinVisage","VernisOngleDissolv","NbPieceAvecProduitsChim","NettoyantDeSurface","AutreNettoyants","DesodoAreosolVaporisateur","DesodoAutreEnsens","InsecticideAerosol","InsecticidePoudreBlocGel","NettoySolAspiration","NettoySolBalaiSerp","NettoyAutreQueSol","CuissonFourTraditionnel","CuissonALeau","CuissonALaVapeur","CuissonParFriture","CuissonParGrillade","VoitureDansGarage","Fumeurs","SechageLingeDansLogement","UtiliseSecheLinge","NettASecVetements","PersExtPourMenage","TapisDescenteLitNeuf","NettASecTapisTissusmeuble","Plantes","Chiens","Chats","TraitementParasitesAnimaux","HamsterCochonLapin","InsecticideBlatteFourmie","SortirOrduresExterieur","OrduresDansPiece","EndroitStockageOrdures","Bricolage","Jardinage","ProtMatelSimple","ProtMatelImperm","ProtMatelAntiAcariens","outcome.Formldehyde","outcome.acetaldehyde","outcome.acroleine","outcome.hexaldehyde","outcome.benzene","outcome.1methoxy2propanol","outcome.trichloroethylene","outcome.toluene","outcome.tetrachloroethylene","outcome.styrene","outcome.2butoxyethanol","outcome.124trimethylbenzene","outcome.14dichlorobenzene","outcome.ndecane","outcome.Formldehyde.log","outcome.ac taldehyde.log","outcome.acroleine.log","outcome.hexaldehyde.log","outcome.benzene.log","outcome.1methoxy2propanol.log","outcome.trichloroethylene.log","outcome.toluene.log","outcome.t trachloroethylene.log","outcome.styrene.log","outcome.2butoxyethanol.log","outcome.124trimethylbenzene.log","outcome.14dichlorobenzene.log","outcome.ndecane.log"
1.5,7,10.5,0,10.5,0,1,1,0,0,1,0,14,3.5,3.5,1,0,3.5,3.5,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",10.39,4.2,0.26,2.58,0.17,0.24,0.2,0.8,0.09,0.19,0.16,0.43,11.24,0.4,2.43273577745909,1.64865862558738,0.231111720963387,1.27536280041261,0.157003748809665,0.215111379616945,0.182321556793955,0.587786664902119,0.0861776962410524,0.173953307123438,0.148420005118273,0.357674444271816,2.50470927708418,0.336472236621213
3.5,0,14,0,7,0,1,1,1,0,0,0,0,1,0,1,1,1,3.5,1,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_4","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.14,2.17,0.13,1.54,0.39,0,0.32,1.75,0.25,0.19,0,0.45,0.62,0.72,2.57566101305646,1.15373158788919,0.122217632724249,0.932164081030445,0.3293037471426,0,0.27763173659828,1.01160091167848,0.22314355131421,0.173953307123438,0,0.371563556432483,0.482426149244293,0.542324290825362
7,28,28.5,21.5,14.5,1,0,3.5,0,3.5,3.5,0,0,7,7,3.5,3.5,3.5,3.5,3.5,3.5,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_oui","plantes_3","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",22.16,3.41,0.22,3.09,0.41,0.97,0.22,1.86,0.29,0.23,0.15,0.83,0.55,1.06,3.14242665270479,1.48387468945875,0.198850858745165,1.40854497005471,0.343589704390077,0.678033542749897,0.198850858745165,1.05082162483176,0.254642218373581,0.207014169384326,0.139761942375159,0.60431596685333,0.438254930931155,0.72270598280149
3.5,0,7,7,7,0,1,1,1,0,0,0,0,3.5,3.5,1,0,3.5,0,1,0,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",16.73,4.32,0.3,2.87,0.42,0.71,0.22,1.78,0.25,1.55,0.15,0.55,0.6,0.69,2.87525812008612,1.67147330335355,0.262364264467491,1.35325450704169,0.350656871613169,0.536493370514568,0.198850858745165,1.02245092770255,0.22314355131421,0.936093359170335,0.139761942375159,0.438254930931155,0.470003629245736,0.524728528934982
7,14,14,7,14,0,0,3.5,7,0,7,0,0,3.5,7,3.5,3.5,1,1,0,0,"1","fum_3","SechLingInt_oui","SechLingUtil_4","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico3","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.54,42.43,1.42,4.66,3.02,0.6,0.34,40.47,1.01,0.45,0,4.77,0.57,0.59,2.80578168959555,3.77115044654673,0.883767540168595,1.73342389221509,1.39128190263093,0.470003629245736,0.29266961396282,3.72497027425829,0.698134722070984,0.371563556432483,0,1.75267208052001,0.451075619360217,0.46373401623214
7,14,10.5,0,0,0,1,3.5,0,0,0,0,0,1,7,3.5,1,7,0,3.5,0,"4","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_oui","OrdureStock_autre","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.35,11.2,1.45,9.83,0.72,0.51,0.33,8.26,0.28,0.31,0.15,0.81,1.21,0.94,2.51365606307399,2.50143595173921,0.896088024556636,2.3823200610129,0.542324290825362,0.412109650826833,0.285178942233662,2.22570404865809,0.246860077931526,0.27002713721306,0.139761942375159,0.593326845277734,0.792992515529661,0.662687973075237
3.5,14,10.5,7,7,0,1,1,1,7,1,0,0,0,7,0,0,3.5,0,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_3","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.92,1.69,0.3,1.1,0.38,0.24,0.09,2.78,0.09,0.17,0.15,0.5,0.36,0.38,2.63332665490627,0.989541193613748,0.262364264467491,0.741937344729377,0.322083499169113,0.215111379616945,0.0861776962410524,1.3297240096315,0.0861776962410524,0.157003748809665,0.139761942375159,0.405465108108164,0.307484699747961,0.322083499169113
0.5,0,7,0,0,0,0,3.5,0,0,0,0,0,0,1,0,0,3.5,0,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_oui","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_autre","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",19.26,3.38,0.35,2.8,0.45,0.24,0.09,2.76,0.09,0.16,0.15,0.49,0.3,0.4,3.00864849882054,1.47704872438835,0.300104592450338,1.33500106673234,0.371563556432483,0.215111379616945,0.0861776962410524,1.3244189574018,0.0861776962410524,0.148420005118273,0.139761942375159,0.398776119957368,0.262364264467491,0.336472236621213
3.5,4,1.5,0,3.5,0,0,3.5,0,0,0,0,0,1,3.5,0,7,7,0,1,1,"4","fum_1","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_non","OrdureStock_meuble","Brico1","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_non",16.75,5.2,0.55,3.49,0.17,0.88,0,1.36,0,0.16,0.41,0.18,0.07,0.39,2.87638551592142,1.82454929205105,0.438254930931155,1.50185270175416,0.157003748809665,0.631271776841858,0,0.858661619037519,0,0.148420005118273,0.343589704390077,0.165514438477573,0.0676586484738149,0.3293037471426
7,14,21.5,14,17.5,0,1,1,1,1,0,0,0,3.5,1,3.5,3.5,3.5,0,0,0,"4","fum_2","SechLingInt_oui","SechLingUtil_2","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",57.12,12.45,0.77,12.51,0.17,0,0.09,2.43,0.22,0.99,1.55,2.44,0.9,7.62,4.06250983870208,2.59897910604785,0.570979546585738,2.60343015197211,0.157003748809665,0,0.0861776962410524,1.23256026117785,0.198850858745165,0.688134638736401,0.936093359170335,1.23547147138531,0.641853886172395,2.1540850846756
1.5,10.5,7,0,3.5,0.5,0,1,1,0,1,0,0,1,3.5,1,0,1,0,0,1,"4","fum_2","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",8.19,2.35,0.22,1.42,0.17,0.24,0.18,1.32,0.09,0.19,0.15,0.4,0.36,0.8,2.2181159363676,1.20896034583698,0.198850858745165,0.883767540168595,0.157003748809665,0.215111379616945,0.165514438477573,0.841567185678219,0.0861776962410524,0.173953307123438,0.139761942375159,0.336472236621213,0.307484699747961,0.587786664902119
1.5,14,7.5,0,0,0,1,3.5,0,0,7,0,0,3.5,7,1,1,3.5,1,3.5,1,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico4","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.61,6.08,1.43,27.91,0.17,1.77,0.26,2.93,0,0.71,0.16,6.66,0.35,14.7,2.68170622576261,1.95727390770563,0.887891257352457,3.36418755602825,0.157003748809665,1.01884732019925,0.231111720963387,1.36863942588117,0,0.536493370514568,0.148420005118273,2.0360119837525,0.300104592450338,2.75366071235426
1.5,0,7,3.5,7,0,1,1,0,0,0,0,0,1,1,0,3.5,3.5,0,3.5,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",5.66,6.84,0.3,4.78,0.51,1.59,0.39,4.08,0.09,0.64,0,2.02,1.26,10.48,1.8961194845523,2.05923883436232,0.262364264467491,1.75440368268429,0.412109650826833,0.951657875711446,0.3293037471426,1.62531126159039,0.0861776962410524,0.494696241836107,0,1.10525683138678,0.815364813284194,2.44060639089142
7,0,7,0,7,0,1,1,0,3.5,0,0,0,0,1,0,1,1,1,1,0,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.91,2.75,0.17,3.22,0.47,0.24,0.26,1.53,0.21,0.14,0.15,0.54,1.1,0.68,2.82790516291049,1.32175583998232,0.157003748809665,1.43983512804792,0.385262400790645,0.215111379616945,0.231111720963387,0.928219302739429,0.19062035960865,0.131028262406404,0.139761942375159,0.431782416425538,0.741937344729377,0.518793793415168
3.5,21,17.5,7,8,0.5,1,3.5,0,3.5,1,0,0,3.5,7,3.5,3.5,3.5,1,3.5,0,"4","fum_3","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",19.86,7.1,0.56,2.86,0.17,0.24,0.43,3.66,0.22,0.14,0.16,0.41,0.3,0.49,3.03783344957263,2.09186406167839,0.444685821261446,1.35066718347674,0.157003748809665,0.215111379616945,0.357674444271816,1.53901544813755,0.198850858745165,0.131028262406404,0.148420005118273,0.343589704390077,0.262364264467491,0.398776119957368
1.5,0,3.5,0,0,0,1,1,0,0,0,0,0,1,1,1,3.5,3.5,0,3.5,1,"1","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.68,10.12,0.47,2.3,2.4,0.24,0.3,28.31,0.09,0.4,0.48,2.75,3.25,0.88,2.6159349121944,2.40874528882244,0.385262400790645,1.19392246847243,1.22377543162212,0.215111379616945,0.262364264467491,3.3779287547228,0.0861776962410524,0.336472236621213,0.392042087776024,1.32175583998232,1.44691898293633,0.631271776841858
3.5,7,7,4.5,0,0,0,1,0,0,0,0,0,1,3.5,0,1,1,0,1,0,"4","fum_4","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_autre","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.42,13.96,0.39,7.25,0.81,6.62,2.1,4.23,0.22,0.24,0,6.42,0.69,16.86,2.13060982825424,2.70537997254633,0.3293037471426,2.11021320034659,0.593326845277734,2.03077636969855,1.1314021114911,1.65441127807683,0.198850858745165,0.215111379616945,0,2.00417905717929,0.524728528934982,2.88256357544835
1.5,14,14,7,4.5,0.5,1,3.5,1,0,0,0,0,0,7,0,0,3.5,0,3.5,0,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_oui","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",23.57,2.26,0,3.13,0.17,0.93,0.22,2.08,0.21,0.19,0.16,0.72,0.38,0.52,3.20152618653309,1.18172719537862,0,1.41827740697294,0.157003748809665,0.657520002916794,0.198850858745165,1.12492959698548,0.19062035960865,0.173953307123438,0.148420005118273,0.542324290825362,0.322083499169113,0.418710334858185
1.5,8,3.5,0,0,0,0,0,0,0,0,0,0,0,3.5,0,3.5,7,3.5,0,3.5,"4","fum_2","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.4,4.27,0.17,4.12,0.8,0.61,0.84,1.8,0.5,0.19,0.74,0.88,0.56,0.51,2.51769647261099,1.66203036255327,0.157003748809665,1.63315443905142,0.587786664902119,0.476234178996372,0.609765571620894,1.02961941718116,0.405465108108164,0.173953307123438,0.553885113226438,0.631271776841858,0.444685821261446,0.412109650826833
1.5,7,7,0,7,0,1,1,3.5,0,0,0,0,0,3.5,3.5,1,3.5,0,0,1,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",17.44,6.77,0.51,3.46,0.17,1.21,0.09,0.59,0,0.1,0.15,0.37,0.37,0.47,2.91452221812845,2.05027016437956,0.412109650826833,1.49514876603197,0.157003748809665,0.792992515529661,0.0861776962410524,0.46373401623214,0,0.0953101798043249,0.139761942375159,0.314810739840034,0.314810739840034,0.385262400790645
3.5,7,3.5,0,7,0,0,0,1,0,1,0,0,3.5,7,1,0,1,0,3.5,1,"4","fum_3","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_1","OrdurePiece_oui","OrdureStock_autre","Brico2","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",17.28,6.99,0.82,5.71,1.11,0.25,0.09,11.24,0,0.36,0.16,0.98,0.44,0.71,2.905807566026,2.07819075977818,0.598836501088704,1.90359895098359,0.746687947487975,0.22314355131421,0.0861776962410524,2.50470927708418,0,0.307484699747961,0.148420005118273,0.683096844706444,0.364643113587909,0.536493370514568
7,24.5,31.5,0,14,0,0,1,0,0,14,0,0,1,7,0,3.5,3.5,0,0,0,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_meuble","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",5.19,2.94,0.17,2.32,0.17,0,0.09,2.11,0,0.12,0.15,0.75,0.39,0.82,1.8229350866965,1.37118072330984,0.157003748809665,1.1999647829284,0.157003748809665,0,0.0861776962410524,1.13462272619114,0,0.113328685307003,0.139761942375159,0.559615787935423,0.3293037471426,0.598836501088704
0.5,0,7,0,0,0,0,1,0,0,0,0,0,0,7,1,3.5,3.5,0,0,0,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_non","OrdureStock_meuble","Brico3","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",1.02,1.12,0.06,0.87,0.17,0,0.09,0.92,0.09,0.07,0.15,0.14,0.27,0.12,0.703097511413113,0.751416088683921,0.0582689081239758,0.625938430866495,0.157003748809665,0,0.0861776962410524,0.65232518603969,0.0861776962410524,0.0676586484738149,0.139761942375159,0.131028262406404,0.2390169004705,0.113328685307003
7,14.5,8.5,0,14,0,0,3.5,0,0,1,0,1,1,3.5,1,3.5,7,0,0,0,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_non",9.96,2.82,0.3,1.31,0.65,0,0,2.69,0,0.03,0,0.63,0,0.31,2.39425228151987,1.34025042261848,0.262364264467491,0.837247524533702,0.500775287912489,0,0,1.30562645805244,0,0.0295588022415444,0,0.488580014818671,0,0.27002713721306
7,14,14,0,14,0,0,7,0,0,0,0,0,7,7,3.5,3.5,3.5,0,0,0,"4","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_oui","TttParAnimal_oui","HamLap_oui","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico3","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.5,5.29,0.39,3.08,0.17,1.96,0,1.7,0,0.1,0.15,0.43,6.67,0.24,2.67414864942653,1.83896107071235,0.3293037471426,1.40609698841607,0.157003748809665,1.08518926833597,0,0.993251773010283,0,0.0953101798043249,0.139761942375159,0.357674444271816,2.03731661537916,0.215111379616945
3.5,0,10.5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,"1","fum_1","SechLingInt_non","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_non","OrdureStock_meuble","Brico1","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13,4.16,0.17,2.65,0.43,0.66,0,2.95,0.09,0.14,0.33,1.09,1.85,1.27,2.63905732961526,1.64093657949347,0.157003748809665,1.2947271675944,0.357674444271816,0.506817602368452,0,1.37371557891303,0.0861776962410524,0.131028262406404,0.285178942233662,0.73716406597672,1.04731899428056,0.819779831493311
7,0,10.5,7,0,0,0,0,0,1,0,0,0,3.5,3.5,0,3.5,3.5,3.5,0,1,"1","fum_1","SechLingInt_oui","SechLingUtil_4","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_1","OrdurePiece_non","OrdureStock_poubcouv","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",28.9,4.97,0.51,4.13,0.63,4.4,0.37,5.05,0.37,0.19,0.54,1.79,0.6,1.27,3.39785848039664,1.78674692740451,0.412109650826833,1.63510565918268,0.488580014818671,1.68639895357023,0.314810739840034,1.80005827204275,0.314810739840034,0.173953307123438,0.431782416425538,1.02604159583327,0.470003629245736,0.819779831493311
3.5,14,14,7,8,0.5,0,7,0,7,14,0,14,3.5,1,3.5,0,3.5,0,0,0,"4","fum_2","SechLingInt_non","SechLingUtil_4","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",22.27,2.51,0.21,2.35,0.36,0.24,0.09,3.21,0,0.16,0.16,0.44,0.41,0.79,3.1471649773142,1.25561603747777,0.19062035960865,1.20896034583698,0.307484699747961,0.215111379616945,0.0861776962410524,1.43746264769429,0,0.148420005118273,0.148420005118273,0.364643113587909,0.343589704390077,0.582215619852664
1.5,14,14,0,7,0,0,1,0,0,1,0,0,3.5,7,1,3.5,1,0,0,0,"2-3","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico4","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",20.38,37.29,2.23,5.01,3.11,0.24,0.21,6.77,0.09,0.76,0.67,1.19,0.77,0.96,3.0624559055969,3.6451887654892,1.17248213723457,1.79342474854712,1.41342302850814,0.215111379616945,0.19062035960865,2.05027016437956,0.0861776962410524,0.56531380905006,0.512823626428664,0.783901543828409,0.570979546585738,0.672944473242426
7,14,10.5,0,3.5,0,1,0,1,0,0,0,0,1,3.5,0,3.5,3.5,1,0,0,"4","fum_2","SechLingInt_oui","SechLingUtil_1","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico3","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.96,5.67,0.34,4.55,0.36,0.52,0.09,8.79,0.09,0.12,0.16,0.54,12.76,0.31,2.56186769092413,1.89761985992753,0.29266961396282,1.71379792775834,0.307484699747961,0.418710334858185,0.0861776962410524,2.28136145654242,0.0861776962410524,0.113328685307003,0.148420005118273,0.431782416425538,2.6217658325052,0.27002713721306
1.5,14,21,0,7,0,0,1,0,3.5,0,0,0,7,3.5,0,3.5,0,3.5,1,0,"4","fum_3","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.14,6.29,0.07,2.67,0.17,1.53,0.09,1.63,0.09,0.24,0.46,0.47,19.51,2.92,2.57566101305646,1.98650354602057,0.0676586484738149,1.30019166206648,0.157003748809665,0.928219302739429,0.0861776962410524,0.966983846189673,0.0861776962410524,0.215111379616945,0.378436435720245,0.385262400790645,3.02091257208429,1.36609165380237
1.5,14,14,7,7.5,0,0,3.5,3.5,0,14,0,0,3.5,3.5,3.5,3.5,7,0,0,0,"1","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico5","Jardin5","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",13.97,9.85,0.35,3.03,0.43,1.83,0,1.79,0,0.43,0.5,0.29,0,0.28,2.70604819843154,2.38416507998647,0.300104592450338,1.39376637595859,0.357674444271816,1.04027671165515,0,1.02604159583327,0,0.357674444271816,0.405465108108164,0.254642218373581,0,0.246860077931526
3.5,21,18.5,15,17.5,1,1,3.5,1,0,14,0,0,7,3.5,1,1,3.5,3.5,1,3.5,"1","fum_4","SechLingInt_oui","SechLingUtil_4","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_non",35.65,20.31,0.3,4.71,0.97,0.91,0.24,9.31,0.18,0.36,1.91,1.53,0.89,2.02,3.60141342833266,3.05917644611053,0.262364264467491,1.74221902366792,0.678033542749897,0.647103242058539,0.215111379616945,2.33311429802887,0.165514438477573,0.307484699747961,1.0681530811834,0.928219302739429,0.636576829071551,1.10525683138678
